id,title_or_case,score_internal,before,delta,human_score,low_checks,evidence
R05:love:pungun:all:book,R05,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R05:people:pungun:all:book,R05,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R05:dir:pungun:all:book,R05,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R05:health:pungun:all:book,R05,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R06:work:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R06:money:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R06:love:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R06:people:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R06:dir:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R06:health:pungun:all:book,R06,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R07:work:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R07:money:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 7개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 11개
R07:love:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R07:people:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R07:dir:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R07:health:pungun:all:book,R07,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R08:work:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R08:money:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R08:love:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R08:people:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R08:dir:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R08:health:pungun:all:book,R08,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R09:work:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R09:money:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R09:love:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R09:people:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R09:dir:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R09:health:pungun:all:book,R09,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 7개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 11개
R10:work:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R10:money:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R10:love:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R10:people:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R10:dir:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R10:health:pungun:all:book,R10,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R11:work:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R11:money:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 7개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 11개
R11:love:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R11:people:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R11:dir:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R11:health:pungun:all:book,R11,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R12:work:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R12:money:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 7개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 11개
R12:love:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R12:people:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R12:dir:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R12:health:pungun:all:book,R12,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R13:work:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R13:money:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R13:love:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R13:people:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R13:dir:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R13:health:pungun:all:book,R13,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R14:work:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R14:money:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R14:love:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R14:people:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 8개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 12개
R14:dir:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R14:health:pungun:all:book,R14,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 2개 중 접힌 근거 2개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 9개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 13개
R15:work:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R15:money:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R15:love:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R15:people:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R15:dir:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R15:health:pungun:all:book,R15,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:work:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:money:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:love:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:people:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:dir:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R16:health:pungun:all:book,R16,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R17:work:pungun:all:book,R17,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R17:money:pungun:all:book,R17,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 8개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R17:love:pungun:all:book,R17,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 7개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
R17:people:pungun:all:book,R17,100,85,15,,,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 3개 중 접힌 근거 3개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 6개 · 거절 반영 False / 서로 다른 행동 10개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 14개
